categories,city,avg(stars)
Seafood,Cuyahoga Falls,3.6
Women's Clothing,Murrysville,4.5
Appliances & Repair,Sun Prairie,3.5
Laundry Services,Frazer,3.5
Departments of Motor Vehicles,Mount Holly,1.0
Strip Clubs,North Las Vegas,3.25
Libraries,Thornhill,4.0
Italian,Scarobrough,4.0
Pubs,Saint-Sauveur,4.0
Propane,Mentor,4.5
Roadside Assistance,Madison,4.166666666666667
Mailbox Centers,Henderson,4.0
Kitchen & Bath,North Huntingdon,3.5
Cafes,Saint-Hyacinthe,5.0
Pakistani,Etobicoke,4.333333333333333
Employment Agencies,Glendale,1.75
Water Heater Installation/Repair,Kirtland,5.0
Barbeque,Peoria,3.7916666666666665
Beer,Penicuik,3.5
Local Services,White Oak,2.75
Gluten-Free,Cave Creek,3.625
Arts & Entertainment,Etna,3.5
Cafes,Sharpsburg,4.5
Fast Food,North Randall,3.5
Reflexology,Cave Creek,5.0
Funeral Services & Cemeteries,Richmond Hill,4.5
Hotels & Travel,Harmarville,2.8333333333333335
Shopping Centers,Solon,4.0
Bagels,North Ridgeville,3.0
Custom Cakes,Fairlawn,3.5
Tobacco Shops,las vegas,4.75
Bikes,Kornwestheim,4.5
Cultural Center,Edinburgh,4.25
Sports Bars,Library,3.0
Tutoring Centers,Mississauga,3.5
Trampoline Parks,Laval,4.5
Dog Walkers,Lakewood,5.0
Food,Sainte-Therese,4.5
Car Dealers,Pittsburg,2.5
Street Vendors,South Euclid,3.5
Restaurants,Cuyahoga Heights,5.0
Summer Camps,Concord Township,5.0
Chiropractors,Carnegie,5.0
Home & Garden,Brecksville,3.25
Wedding Planning,Amherst,3.5
Pet Services,Dravosburg,4.5
Fitness & Instruction,Thornhill,3.1818181818181817
Trainers,Sun Prairie,3.75
Beauty & Spas,Oakland,4.5
Cafes,Lowell,3.5
Shopping,Boucherville,3.75
Contractors,McKees Rocks,4.25
Kids Activities,Litchfield Park,3.0
Poke,Madison,3.75
Yelp Events,Millvale,4.5
Insulation Installation,Verona,5.0
Hair Stylists,Shaker Heights,4.5
Auto Glass Services,Twinsburg,5.0
Martial Arts,Sun Prairie,5.0
Skating Rinks,Montreal,4.5
German,Brunswick,4.0
Pet Adoption,Brunswick,4.0
Thai,Monroeville,4.5
Swimwear,Mesa,3.75
Chicken Shop,Saint-Hyacinthe,3.25
Dance Studios,Sun City,5.0
Greek,Westmount,3.75
Dry Cleaning & Laundry,Avondale,3.2
Halal,Stuttgart,4.5
Ski & Snowboard Shops,Mesa,4.0
Nail Salons,Monongahela,3.5
Bespoke Clothing,North York,4.5
Hair Removal,Woodbridge,4.5
Breakfast & Brunch,Waunakee,5.0
Speakeasies,Sun City,4.5
Pet Adoption,Fitchburg,4.0
Pediatric Dentists,Anthem,4.5
Massage Schools,Pittsburgh,4.0
Cinema,Macedonia,4.0
Candle Stores,Chandler,4.0
Spanish,Northfield,4.0
Leisure Centers,Saint-Laurent,3.5
Real Estate,Phoenix Valley,2.0
Pole Dancing Classes,Charlotte,4.0
Hotels,Cave Creek,3.75
Landmarks & Historical Buildings,Scottsdale,4.166666666666667
Painters,El Mirage,5.0
Kosher,Montreal,4.5
Tex-Mex,Brunswick,2.5
Motorcycle Gear,Matthews,3.5
Fruits & Veggies,Euclid,2.0
Pool & Billiards,Charlotte,2.5
Diving,Toronto,3.5
Hot Dogs,South Euclid,4.0
Home Theatre Installation,Concord,5.0
Lounges,Penn Hills,4.0
Meat Shops,La Salle,4.5
Automotive,Garfield Heights,4.25
Gyms,De Forest,4.0
Dim Sum,Tempe,4.5
Grocery,Macedonia,2.0
Thai,Caledon,4.5
Tasting Classes,Edinburgh,4.5
Canadian (New),Brooklin,3.5
Home & Garden,Robinson Town,1.5
Interval Training Gyms,Cleveland Heights,5.0
Imported Food,Fitchburg,4.5
Greek,Bridgeville,3.5
Septic Services,Mc Farland,5.0
Patisserie/Cake Shop,Chester,4.0
Event Photography,Fellbach,5.0
Macarons,Avon,4.5
French,King City,4.0
Insurance,Murrysville,1.0
German,Newbury,5.0
Wine & Spirits,Rosemère,4.0
Couriers & Delivery Services,Cuyahoga Falls,4.0
Hardware Stores,Woodbridge,4.5
Financial Services,Bedford,3.5
Psychic Mediums,Chandler,5.0
Carpet Cleaning,Verona,5.0
Bookstores,Rocky River,4.0
Mexican,Saint-Laurent,3.0
Art Supplies,Chester,4.0
Local Services,Henderson (Green Valley),2.5
Tea Rooms,Strongsville,4.5
Tobacco Shops,Etobicoke,3.5
Tapas Bars,Sainte-Therese,5.0
Hearing Aid Providers,Stow,5.0
American (New),Mount Lebanon,4.5
Noodles,Woodbridge,3.5
Musical Instruments & Teachers,Newbury,2.0
Air Duct Cleaning,Parma,5.0
Health & Medical,Ahwatukee,4.0
Men's Clothing,Madison,3.283333333333333
Carpet Installation,Phoenix,4.196428571428571
Sporting Goods,Edinburgh,3.7244897959183674
Convenience Stores,Palmerston,3.5
Waterproofing,Peoria,2.5
Auto Detailing,Las Vegas,4.208333333333333
Hair Salons,Anthem,4.333333333333333
Arts & Crafts,Scottsdale,4.073170731707317
Bankruptcy Law,Las Vegas,4.127659574468085
Gluten-Free,Charlotte,3.838709677419355
General Dentistry,Phoenix,4.065
Mexican,Parma,2.5
Coffee & Tea,Matthews,3.7333333333333334
Lounges,Cleveland,3.5408163265306123
Education,Wexford,4.277777777777778
Party & Event Planning,North York,3.8
Wholesale Stores,Phoenix,3.891304347826087
Doulas,Las Vegas,4.714285714285714
Battery Stores,North Olmsted,2.75
Makeup Artists,Phoenix,4.5473684210526315
Pet Services,Boulder City,4.875
Insurance,Tempe,3.7291666666666665
Bakeries,Hinckley,5.0
Middle Schools & High Schools,Paradise Valley,3.625
Auto Parts & Supplies,Champaign,3.85
Piercing,Cleveland,4.136363636363637
Shipping Centers,Madison,3.5
Meditation Centers,Henderson,5.0
Nutritionists,Henderson,4.3076923076923075
Child Care & Day Care,Brampton,4.5
Talent Agencies,Scottsdale,3.8
Beer,Champaign,4.090909090909091
Florists,Medina,4.166666666666667
Cannabis Clinics,Phoenix,4.103448275862069
Home Organization,Las Vegas,4.212121212121212
Food,St-Benoît de Mirabel,4.0
Hair Salons,Streetsboro,3.6666666666666665
Barbers,Gilbert,4.0576923076923075
Ophthalmologists,Mayfield Heights,2.0
Shopping,Painesville,3.6
Food Trucks,Henderson,4.5625
Cafes,Peoria,3.55
Fitness & Instruction,Hinckley,3.25
Home Theatre Installation,Phoenix,4.4772727272727275
Flooring,Fort Mill,3.0
Home Automation,Las Vegas,4.416666666666667
Arabian,Brampton,3.75
Coffee & Tea,Cuyahoga Falls,3.6
Pain Management,Las Vegas,3.6166666666666667
Chinese,Lorain,2.75
Arts & Crafts,West Mifflin,4.0
Brewing Supplies,Northfield,3.5
Active Life,Oakville,3.7777777777777777
Veterinarians,Loanhead,3.5
IT Services & Computer Repair,Stuttgart,3.8333333333333335
Florists,Chandler,3.5833333333333335
Burgers,Oakdale,3.0
Bakeries,Turtle Creek,4.5
Cremation Services,Mesa,3.0
Breweries,Montréal,4.0
Caterers,North Royalton,3.3
Cosmetic Surgeons,Sun City West,4.5
Drugstores,Mount Lebanon,3.5
Body Shops,Amherst,3.5
Pool & Hot Tub Service,Charlotte,3.125
Breakfast & Brunch,Strongsville,3.142857142857143
Hotels,Saint-Laurent,2.6666666666666665
Cupcakes,Waddell,5.0
Financial Services,Chagrin Falls,4.0
Health & Medical,San Tan Valley,3.227272727272727
Caribbean,Tolleson,4.0
Restaurants,Munroe Falls,3.7
Nightlife,Mayfield Heights,2.9375
Internet Service Providers,Avondale,2.3
Pet Sitting,Sun City,4.5
Vietnamese,Indian Trail,4.25
Museums,Homestead,4.0
Bridal,Esslingen,4.0
Mexican,Richmond Hill,3.0
Seafood,Pheonix AZ,3.5
Pawn Shops,Tempe,3.9285714285714284
Banks & Credit Unions,Stuttgart,2.75
Men's Hair Salons,Monona,1.0
Holistic Animal Care,Las Vegas,5.0
American (Traditional),East Gwillimbury,2.8333333333333335
Airport Shuttles,East York,1.0
Social Clubs,Cleveland,4.5
Pizza,Gibsonia,3.909090909090909
Pet Stores,Westlake,4.5
Comfort Food,Cleveland,3.2777777777777777
Veterinarians,Bridgeville,4.0
Local Services,Beachwood,3.7777777777777777
Pets,las vegas,4.0
Hot Dogs,Champlain,2.5
Photographers,Champaign,4.5
Italian,Freyburg,5.0
Security Systems,Mesa,3.7777777777777777
Florists,White Oak,5.0
Yelp Events,Concord,4.5
Nightlife,Willoughby Hills,3.7857142857142856
Arts & Entertainment,South Queensferry,4.0
Gift Shops,Independence,3.5
Arts & Entertainment,Bethel Park,3.5
Cosmetology Schools,Madison,3.3333333333333335
Diners,Gibsonia,3.5
Oil Change Stations,Anthem,3.0
IT Services & Computer Repair,Castle Shannon,4.25
Specialty Food,Twinsburg,3.8333333333333335
Burgers,Vaudreuil-Dorion,3.6
Golf,Mississauga,3.6
Seafood Markets,Fairview,5.0
Coffee & Tea,Medina,3.5
Honey,Olmsted Falls,4.5
Nightlife,Grafton,4.5
Sports Medicine,Strongsville,5.0
Roofing,Waunakee,3.0
Criminal Defense Law,Pittsburgh,4.0
Event Planning & Services,Nellis Afb,4.0
IT Services & Computer Repair,Lakewood,3.7
Cafes,Aurora,3.8
Auto Parts & Supplies,Paradise Valley,2.5
Hair Stylists,Broadview Heights,4.0
Musical Instruments & Teachers,Hudson,2.0
Music & DVDs,North Olmsted,3.625
Home Decor,Böblingen,3.0
Hobby Shops,Medina,3.6666666666666665
Active Life,Davidson,4.071428571428571
Vape Shops,Coraopolis,4.5
Home Decor,Middleburg Heights,3.75
Churches,Fort Mill,4.333333333333333
Spray Tanning,Avon,4.5
American (New),Fitchburg,3.0
Makeup Artists,las vegas,4.0
Men's Hair Salons,Toronto,2.0
Kids Activities,Glendale,4.1
Bistros,Queensferry,4.0
Bubble Tea,Surprise,4.5
Hair Salons,Litchfield Park,4.0
Tanning,Mentor,3.3
Auto Parts & Supplies,Brampton,5.0
Jewelry,Thornhill,3.0
Self Storage,Scarborough,3.25
Golf,Aurora,4.5
Truck Rental,Avon,3.5
Mattresses,Euclid,3.0
Bagels,Broadview Heights,3.0
Videos & Video Game Rental,Scarborough,3.5
Salad,Laval,3.5
Real Estate Agents,Glbert,4.0
Party & Event Planning,Montréal,4.222222222222222
Italian,Plieningen,4.0
Medical Centers,Bethel Park,1.0
Auto Detailing,Goodyear,4.0
Parks,Chandler,3.84375
Speakeasies,Phoenix,4.0
Ice Cream & Frozen Yogurt,Belmont,4.0
Financial Services,N Las Vegas,3.5
Automotive,Etobicoke On,3.5
Self Storage,Avondale,3.5
Department Stores,Bradford,2.5
Real Estate Photography,Gilbert,4.833333333333333
Burgers,Gibsonia,2.9
Bakeries,Independence,4.25
Rugs,Fort Mill,3.5
Lounges,Saint-Sauveur,4.5
Noodles,Frazer,3.5
Seafood Markets,Woodbridge,4.5
Nightlife,Korntal-Münchingen,3.5
Mags,Rantoul,4.5
Eyebrow Services,Pittsburgh,4.291666666666667
Arcades,Lakewood,4.0
Car Window Tinting,Pittsburgh,4.2
Drugstores,Cave Creek,3.6
Day Spas,Willoughby,3.5
Grocery,Valley View,3.0
Shopping,Valley View,4.75
Event Planning & Services,Saint-Jérôme,3.0
Barbers,Davidson,4.5
Cafes,Freyburg,4.5
Financial Services,Waunakee,2.5
Bar Crawl,Charlotte,4.0
Contractors,Stoughton,5.0
Food Tours,Mesa,5.0
Jewelry,Cleveland Heights,3.6666666666666665
Airlines,Waxhaw,5.0
Personal Care Services,Mesa,5.0
Travel Services,Matthews,2.5
Trainers,Bridgeville,4.166666666666667
Pet Sitting,Weddington,5.0
Car Stereo Installation,Mc Kees Rocks,4.0
Local Flavor,Esslingen,4.0
Plumbing,Bay Village,3.0
Heating & Air Conditioning/HVAC,Lakewood,4.0
Flooring,Beachwood,1.5
Hair Salons,Allison Park,4.25
Day Spas,Carefree,4.0
Sports Clubs,Boulder City,5.0
Dance Clubs,Beachwood,5.0
Chicken Wings,Garfield Heights,3.5
Pet Services,North Ridgeville,4.25
Parks,Lorain,3.5
Gymnastics,Tolleson,3.0
Pubs,Laval,3.25
Recreation Centers,Pineville,3.5
Chinese,Bellevue,2.6666666666666665
Immigration Law,Scarborough,1.0
Car Dealers,Canonsburg,3.3333333333333335
Empanadas,Chandler,4.5
Shopping Centers,Murrysville,4.5
Shopping,Heidelberg,4.5
Cabaret,Tempe,3.6666666666666665
Restaurants,Northside,3.5
Bakeries,Inverness,4.0
Restaurants,Castle Shannon,3.1666666666666665
Tubing,Boulder City,4.0
Optometrists,Leinfelden-Echterdingen,3.5
Eyewear & Opticians,Leinfelden-Echterdingen,4.0
Bed & Breakfast,Mc Farland,4.5
Bridal,Hudson,4.5
Furniture Stores,Bethel Park,2.5
Salad,East York,3.0
Mobile Phones,Savoy,2.75
Sushi Bars,Boucherville,4.25
Bounce House Rentals,Chandler,4.0
Massage Therapy,Harrisburg,4.5
Tui Na,Montréal,5.0
Mobile Phone Repair,Macedonia,5.0
Home & Garden,Olmsted Falls,3.5
Tex-Mex,Macedonia,2.25
Sandwiches,Fairport Harbor,4.0
Tours,Goodyear,3.6666666666666665
Performing Arts,Charlotte,3.975
Restaurants,Chester Township,4.5
Recreation Centers,Peoria,4.416666666666667
American (Traditional),Venetia,4.0
Interval Training Gyms,Peoria,4.8
Hardware Stores,Scarborough,3.1875
Diners,Canonsburg,3.5
Breakfast & Brunch,South Euclid,2.5
Vegetarian,Ajax,3.5
Pediatric Dentists,Sun City,3.5
Sandwiches,Brentwood,2.5
Professional Services,Phoniex,3.5
Churches,Paradise Valley,4.666666666666667
Brazilian,Edinburgh,3.8
Tex-Mex,San Tan Valley,2.0
Signmaking,Surprise,4.5
Financial Services,Mentor,3.0
Masonry/Concrete,Thornhill,5.0
Uniforms,Toronto,1.0
Irish Pub,Waxhaw,3.5
Accountants,Sun Lakes,3.0
Gyms,East York,2.8333333333333335
Fabric Stores,Bridgeville,2.5
Beer,West Mifflin,3.25
Prosthodontists,Peoria,4.5
Vocational & Technical School,Twinsburg,2.5
Mobile Phones,Mt Lebanon,4.5
Tabletop Games,Willoughby,4.5
Home Services,Dorval,2.25
Rugs,Huntersville,5.0
Reiki,Matthews,4.0
Colleges & Universities,Belmont,5.0
Furniture Reupholstery,Champaign,4.5
Pressure Washers,Champaign,4.75
Nurseries & Gardening,Cleveland Heights,2.5
Podiatrists,Anthem,5.0
Kitchen & Bath,Woodmere,4.0
Hotels & Travel,Inverkeithing,3.0
Home & Garden,Mayfield Hts,3.5
Home Cleaning,Robinson,1.5
Gas Stations,East Mc Keesport,2.0
Parking,Gilbert,3.5
Boating,Edinburgh,4.0
Tapas Bars,Ludwigsburg,4.5
Auto Detailing,McKees Rocks,5.0
Painters,Glenshaw,4.0
Dry Cleaning,Cornelius,2.25
Wine & Spirits,Missisauga,3.5
Food,Missisauga,3.5
Keys & Locksmiths,Matthews,2.75
Nail Salons,Chesterland,5.0
Adult,Peoria,5.0
Smog Check Stations,Cuyahoga Falls,4.0
Patisserie/Cake Shop,Chandler,2.5
Reflexology,Parma,5.0
Test Preparation,Cleveland,4.5
Mini Golf,Tempe,2.0
Waffles,Fort Mill,2.5
Men's Clothing,Rocky River,2.5
Laundry Services,Stouffville,1.5
Golf,Bridgeville,3.5
Auto Repair,Stanley,5.0
Electronics Repair,Etobicoke,1.5
Restaurants,Morgan,4.5
Snow Removal,Oakdale,4.5
Day Spas,Paradise Valley,4.5
Escape Games,Champaign,5.0
Event Planning & Services,Berg,5.0
Chinese Martial Arts,Montréal,5.0
Optometrists,Boulder City,4.5
Nail Technicians,Westlake,3.0
Dog Walkers,Goodyear,4.5
Hotels,New Kensington,1.5
Parks,Carnegie,2.5
Body Shops,Monoroeville,3.0
Leisure Centers,Stuttgart,4.0
Escape Games,Cleveland Heights,4.5
Watches,Mentor,5.0
Pizza,Upper Saint Clair,2.75
Flowers & Gifts,Avon Lake,4.5
Grocery,Mansfield,4.5
Home Cleaning,Tallmadge,5.0
Post Offices,Oakville,4.5
Mobile Phone Accessories,Tolleson,1.5
Home Automation,Lachine,2.5
Special Education,Etobicoke,3.0
Meat Shops,Outremont,4.0
Water Heater Installation/Repair,Carnegie,2.5
Tutoring Centers,Peoria,5.0
Golf,Claremont,3.0
Food,Dalgety Bay,4.5
Wedding Chapels,Lorain,3.5
Cardio Classes,Beachwood,5.0
Mongolian,Edinburgh,4.0
Flatbread,Stuttgart,3.5
Specialty Schools,Mint Hill,3.5
Building Supplies,Cave Creek,4.0
Mobile Phones,Rocky River,3.5
Florists,Copley,3.5
Cajun/Creole,Ajax,2.0
Beauty & Spas,Bedford Heights,2.0
Surfing,Las Vegas,3.75
Tree Services,Urbana,2.5
Event Planning & Services,Scottsdale,4.065366972477064
Spray Tanning,Madison,3.25
American (Traditional),Mirabel,3.5
Building Supplies,North Las Vegas,3.5
Health & Medical,Savoy,4.166666666666667
Hotels,Madison,3.242857142857143
Preschools,Mesa,3.8636363636363638
Gyms,Glendale,4.027027027027027
Libraries,Kent,5.0
Food,Stow,3.5875
Automotive,Eastlake,3.1666666666666665
Health Markets,Champaign,4.166666666666667
Restaurants,Aurora,3.3823529411764706
Pet Training,Savoy,3.75
Libraries,Cleveland,4.1
Florists,Scarborough,4.25
Barbeque,Matthews,3.611111111111111
Local Services,Waxhaw,3.9583333333333335
Gluten-Free,Mesa,3.9705882352941178
Latin American,Cleveland,4.159090909090909
Tours,Tempe,4.125
Home & Rental Insurance,Gilbert,4.208333333333333
Italian,Peoria,3.6
Mongolian,Las Vegas,3.875
Kickboxing,Scottsdale,5.0
Sports Clubs,Vaughan,3.5
Marketing,Tempe,4.176470588235294
Nightlife,Cave Creek,3.525
Health & Medical,Concord,3.5217391304347827
Dentists,Thornhill,4.375
Caterers,Tempe,3.725
Pizza,Brampton,3.1607142857142856
Education,Champaign,3.8333333333333335
Shopping,Cross Plains,3.5
Nightlife,Millvale,3.9166666666666665
Pets,Charlotte,4.058011049723757
Children's Clothing,Allison Park,5.0
Optometrists,Richmond Hill,4.625
Medical Supplies,Gilbert,4.0
Hotels,Livingston,3.75
Transportation,Champaign,2.5
Fruits & Veggies,Brecksville,3.0
Car Wash,Beachwood,3.75
Cajun/Creole,Scottsdale,3.625
Movers,Huntersville,3.25
Kitchen & Bath,Toronto,3.518181818181818
Public Transportation,Mississauga,3.0
Wholesale Stores,Scottsdale,4.055555555555555
Automotive,Verona,4.0
Sleep Specialists,Mesa,2.8333333333333335
Home Network Installation,Las Vegas,4.6875
Florists,Fairview Park,2.5
Home Window Tinting,Mesa,4.066666666666666
Leather Goods,Las Vegas,3.9921875
Thai,Charlotte,3.783333333333333
Professional Services,Champlain,2.5
Laboratory Testing,Phoenix,2.796875
Home Services,Brunswick,3.611111111111111
Reflexology,Tempe,4.833333333333333
Spanish,Montréal,4.0
Education,Urbana,4.571428571428571
Home Organization,Urbana,4.5
Middle Eastern,Laval,3.388888888888889
Family Practice,Toronto,2.986842105263158
Shipping Centers,Tempe,2.9545454545454546
Arcades,Concord,3.1666666666666665
Ophthalmologists,Sun City West,4.5
Kebab,Toronto,4.15
Landscaping,Ajax,3.5
Waxing,Goodyear,4.2
Salad,West Mifflin,3.25
Diners,Springdale,5.0
Bike Rentals,Surprise,4.166666666666667
Printing Services,Goodyear AZ,4.5
Tapas Bars,Charlotte,3.973684210526316
Restaurants,Napierville,3.75
Clothing Rental,Toronto,2.75
Community Service/Non-Profit,Mississauga,3.125
Hot Dogs,Huntersville,3.4
Breakfast & Brunch,Saint-Leonard,2.6666666666666665
Children's Clothing,Henderson,3.2333333333333334
American (Traditional),Bedford,3.25
Synagogues,Phoenix,4.25
Real Estate Law,Scottsdale,3.8333333333333335
Active Life,Superstition Mountain,4.0
Pool & Hot Tub Service,Cornelius,3.5
Car Dealers,Whitby,2.7142857142857144
Fashion,Gibsonia,3.4
Musical Instrument Services,Matthews,4.0
Juice Bars & Smoothies,Concord,3.3333333333333335
Creperies,Madison,3.8333333333333335
Kitchen & Bath,Avondale,3.875
Chicken Wings,Carnegie,4.0
Nightlife,Wexford,3.3125
University Housing,Pittsburgh,3.0
Physical Therapy,Matthews,2.75
Apartments,Brooklyn,2.0
Hotels,Leinfelden-Echterdingen,3.9166666666666665
Venues & Event Spaces,Tega Cay,4.5
Patisserie/Cake Shop,Henderson,4.5
Dog Parks,Pittsburgh,3.9166666666666665
Libraries,Edinburgh,4.0
Massage,Fitchburg,3.6
Electronics,Homestead,2.8333333333333335
Tanning,Lakewood,4.5
Pet Stores,Brampton,3.5
Fitness/Exercise Equipment,Montréal,3.5
Restaurants,Saint Laurent,3.375
Flooring,McFarland,4.166666666666667
Diagnostic Imaging,Gilbert,3.4166666666666665
Museums,Stuttgart,4.125
Kitchen & Bath,Saint-Laurent,1.5
Wineries,Las Vegas,4.0625
Professional Services,Coraopolis,4.0
Greek,Brampton,3.2857142857142856
Tires,Sindelfingen,4.5
Soup,Ajax,2.75
Ethnic Food,Stallings,5.0
Breakfast & Brunch,Fitchburg,3.375
Burmese,Toronto,3.0
Eyewear & Opticians,Surprise,3.9
Home Energy Auditors,Solon,3.5
Bakeries,Lasalle,3.8333333333333335
Golf Lessons,Middleton,3.5
Comfort Food,Ajax,3.4
Halotherapy,Las Vegas,4.75
Tanning Beds,Pittsburgh,3.0833333333333335
Breakfast & Brunch,Broadview Heights,3.0
Chinese,Ajax,3.2
Dentists,Leinfelden-Echterdingen,5.0
Trainers,Beachwood,4.4375
Body Shops,Verona,5.0
Wine Bars,Montéal,3.0
Italian,Streetsboro,3.6666666666666665
Paint Stores,Inverness,3.0
Electronics Repair,Pineville,3.375
Dry Cleaning,McMurray,5.0
Nightlife,Saint Laurent,4.0
Mediators,Scottsdale,4.1
Window Washing,Sun City,5.0
Carpet Cleaning,Ahwahtukee,5.0
Fitness & Instruction,Tallmadge,4.5
Cupcakes,Medina,4.25
Heating & Air Conditioning/HVAC,Cuyahoga Falls,3.0
Tree Services,McKees Rocks,4.25
Apartments,Urbana,2.4285714285714284
Florists,Bethel Park,4.333333333333333
Personal Assistants,Peoria,5.0
Tea Rooms,Otterburn Park,4.0
Thai,Urbana,3.5
Party Bike Rentals,Phoenix,5.0
Flowers & Gifts,Waxhaw,3.625
Automotive,Saint-Laurent,3.25
Pediatric Dentists,Kannapolis,2.75
Wholesale Stores,Chandler,4.3
Contractors,Broadlands,5.0
Packing Services,Stow,2.5
Desserts,Avondale,4.35
Parks,Montreal,4.0
Vegetarian,Ostfildern,4.0
Physical Therapy,Cornelius,4.25
Home Cleaning,Gastonia,1.75
Vape Shops,Macedonia,4.0
Convenience Stores,Macedonia,3.0
Wheel & Rim Repair,Aurora,3.0
Car Wash,Amherst,1.5
Event Planning & Services,Harrison City,2.0
Bavarian,Stuttgart,3.5
Snow Removal,Toronto,3.5
Wraps,Mesa,4.0
Shopping,Lower Burrell,2.8333333333333335
Sushi Bars,Böblingen,3.75
Peruvian,Madison,3.9375
Hair Stylists,Waxhaw,4.0
Hardware Stores,Cottage Grove,3.25
Watch Repair,Middleton,4.5
Sporting Goods,Pickering,4.1
Pet Services,Leinfelden-Echterdingen,5.0
French,Champaign,3.5
Hair Stylists,Litchfield Park,4.0
Fireplace Services,Munroe Falls,4.5
Car Rental,Middleton,4.0
Telecommunications,West Mifflin,1.0
Dance Clubs,Kirkcaldy,2.25
Pretzels,Avondale,5.0
Restaurants,St Leonard,3.5
Sex Therapists,Toronto,5.0
Outdoor Gear,West Mifflin,2.5
Public Services & Government,Youngtown,2.5
Bowling,Cottage Grove,4.0
Chocolatiers & Shops,Surprise,3.0
Specialty Food,Whitchurch-Stouffville,5.0
Afghan,Charlotte,5.0
Sports Medicine,Stuttgart,4.0
Breweries,McMurray,5.0
Internet Cafes,Scottsdale,4.375
Furniture Stores,Westlake,3.3333333333333335
Burgers,East York,3.0
Event Planning & Services,Cross Plains,3.5
Sports Bars,Cuyahoga Heights,5.0
Fish & Chips,Dollard-des-Ormeaux,4.0
Vietnamese,Chesterland,4.0
Airlines,Toronto,2.1666666666666665
Active Life,Tega Cay,4.833333333333333
Septic Services,Toronto,4.0
Home Services,Brentwood,4.0
Pizza,Caledon East,5.0
American (New),Gelndale,3.0
Dance Studios,Litchfield Park,4.25
General Dentistry,Streetsboro,4.166666666666667
Mini Golf,Medina,4.0
Nail Technicians,Carnegie,4.0
Trainers,N Las Vegas,4.5
Auto Repair,Blawnox,3.5
Pets,Peninsula,4.25
Auto Customization,Avondale,5.0
Editorial Services,Charlotte,4.25
Wheel & Rim Repair,Monroeville,4.5
Italian,Chesterland,4.0
Hair Salons,Whitby,3.0
Restaurants,L'Île-Perrôt,4.5
Himalayan/Nepalese,Pittsburgh,3.75
Pet Stores,Stowe,4.0
Couriers & Delivery Services,Kent,2.5
Internet Cafes,Montreal,4.5
Home Staging,"Scottsdale, AZ",5.0
Car Stereo Installation,Goodyear,3.25
Seafood Markets,Glendale,3.5
Nurseries & Gardening,North Royalton,4.0
Shaved Ice,Cuyahoga Falls,4.0
Hearing Aid Providers,Peoria,4.0
Home Decor,Chagrin Falls,4.5
Pet Training,San Tan Valley,3.5
Burgers,Brentwood,4.5
Burgers,Kirtland,4.5
Transportation,las vegas,3.5
Transmission Repair,Urbana,2.5
Pizza,clinton,4.0
Dry Cleaning,Etobicoke,1.0
Meat Shops,Peoria,4.25
Lingerie,Mayfield Hts.,3.0
Gyms,LaSalle,3.0
Hookah Bars,Cuyahoga Falls,2.0
Active Life,Pepper Pike,4.75
Printing Services,Bridgeville,2.5
Photography Classes,Phoenix,4.25
Performing Arts,Twinsburg,1.5
Convenience Stores,Tuscola,5.0
Jewelry Repair,MESA,4.5
Performing Arts,Cheswick,4.5
Sushi Bars,Carnegie,4.0
Fertility,Middleton,2.0
IT Services & Computer Repair,Monona,3.5
Weight Loss Centers,Southside Flats,5.0
Shaved Ice,Penn Hills,4.0
Breweries,Newmarket,3.5
Vitamins & Supplements,Goodyear,3.0
Parking,Chester,4.5
Lounges,Pineville,4.0
Boudoir Photography,Cleveland,5.0
Eyelash Service,Pheonix,5.0
Bars,Greenfield Park,3.0
Racing Experience,Avondale,4.0
Bars,Upper Saint Clair,3.0
Financial Advising,Madison,2.0
Real Estate Services,Twinsburg,5.0
Cupcakes,Oakmont,4.5
Turkish,Concord,4.0
Hotels & Travel,Saint-Hippolyte,3.5
Mediterranean,Coraopolis,4.0
Delis,Lachine,4.5
Cheese Shops,Las Vegas,4.75
Donuts,North Royalton,4.0
Falafel,Goodyear,4.0
Used,Homestead,3.5
American (New),Midland,4.5
Permanent Makeup,El Mirage,4.5
Transportation,Lorain,3.5
Bridal,Newmarket,4.0
Sports Wear,Bridgeville,3.5
Arts & Entertainment,Fithian,4.5
Go Karts,Charlotte,3.5
Car Rental,Bath,2.0
Home & Rental Insurance,Pleasant Hills,5.0
Noodles,Saint-Eustache,5.0
Automotive,Henderson,3.8399433427762037
Beauty & Spas,Fort Mill,3.889830508474576
Chinese,Markham,3.182186234817814
Desserts,Las Vegas,3.8807692307692307
Pet Services,Henderson,4.3273809523809526
Bakeries,Mississauga,3.784090909090909
Specialty Food,Richmond Hill,3.3333333333333335
Books,Phoenix,3.823529411764706
Horseback Riding,Cave Creek,4.416666666666667
Automotive,Gilbert,3.854625550660793
Shopping,Stuttgart,3.883223684210526
Baby Gear & Furniture,Chandler,3.4444444444444446
Health & Medical,Lakewood,4.0625
Home Services,North Versailles,3.75
Country Clubs,Scottsdale,3.6666666666666665
Pet Services,Montréal,4.0
Garage Door Services,Las Vegas,4.4772727272727275
Public Services & Government,Toronto,3.244
Tax Services,Tempe,4.038461538461538
Professional Services,Fitchburg,3.5625
Arts & Crafts,North York,3.5
Comfort Food,Mississauga,3.2037037037037037
